text,label
nocturnal animals drama thriller a wealthy art gallery owner is haunted by her ex husband s novel a violent thriller she interprets as a symbolic revenge tale,1
x men apocalypse action adventure sci fi after the re emergence of the world s first mutant world destroyer apocalypse the x men must unite to defeat his extinction level plan,0
deadpool action adventure comedy a fast talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge,0
resident evil the final chapter action horror sci fi alice returns to where the nightmare began the hive in raccoon city where the umbrella corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse,0
captain america civil war action adventure sci fi political interference in the avengers activities causes a rift between former allies captain america and iron man,1
interstellar adventure drama sci fi a team of explorers travel through a wormhole in space in an attempt to ensure humanity s survival,1
doctor strange action adventure fantasy while on a journey of physical and spiritual healing a brilliant neurosurgeon is drawn into the world of the mystic arts,1
the magnificent seven action adventure western seven gunmen in the old west gradually come together to help a poor village against savage thieves,0
5 25 77 comedy drama alienated hopeful filmmaker pat johnson s epic story growing up in rural illinois falling in love and becoming the first fan of the movie that changed everything,1
sausage party animation adventure comedy a sausage strives to discover the truth about his existence,1
moonlight drama a chronicle of the childhood adolescence and burgeoning adulthood of a young african american gay man growing up in a rough neighborhood of miami,0
don t fuck in the woods horror a group of friends are going on a camping trip to celebrate graduating college but once they enter the woods the proverbial shit starts to hit the fan,0
the founder biography drama history the story of ray kroc a salesman who turned two brothers innovative fast food eatery mcdonald s into one of the biggest restaurant businesses in the world with a combination of ambition persistence and ruthlessness,1
lowriders drama a young street artist in east los angeles is caught between his father s obsession with lowrider car culture his ex felon brother and his need for self expression,1
pirates of the caribbean on stranger tides action adventure fantasy jack sparrow and barbossa embark on a quest to find the elusive fountain of youth only to discover that blackbeard and his daughter are after it too,1
miss sloane drama thriller in the high stakes world of political power brokers elizabeth sloane is the most sought after and formidable lobbyist in d c but when taking on the most powerful opponent of her career she finds winning may come at too high a price,1
fallen adventure drama fantasy a young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy at the school she finds herself drawn to a fellow student unaware that he is an angel and has loved her for thousands of years,0
star trek beyond action adventure sci fi the uss enterprise crew explores the furthest reaches of uncharted space where they encounter a new ruthless enemy who puts them and everything the federation stands for to the test,1
the last face drama a director charlize theron of an international aid agency in africa meets a relief aid doctor javier bardem amidst a political social revolution and together face tough choices see full summary,0
star wars episode vii the force awakens action adventure fantasy three decades after the defeat of the galactic empire a new threat arises the first order attempts to rule the galaxy and only a ragtag group of heroes can stop them along with the help of the resistance,1
underworld blood wars action adventure fantasy vampire death dealer selene kate beckinsale fights to end the eternal war between the lycan clan and the vampire faction that betrayed her,0
mother s day comedy drama three generations come together in the week leading up to mother s day,1
john wick action crime thriller an ex hitman comes out of retirement to track down the gangsters that took everything from him,1
the dark knight action crime drama when the menace known as the joker wreaks havoc and chaos on the people of gotham the dark knight must come to terms with one of the greatest psychological tests of his ability to fight injustice,1
silence adventure drama history in the 17th century two portuguese jesuit priests travel to japan in an attempt to locate their mentor who is rumored to have committed apostasy and to propagate catholicism,0
don t breathe crime horror thriller hoping to walk away with a massive fortune a trio of thieves break into the house of a blind man who isn t as helpless as he seems,1
me before you drama romance a girl in a small town forms an unlikely bond with a recently paralyzed man she s taking care of,1
their finest comedy drama romance a former secretary newly appointed as a scriptwriter for propaganda films joins the cast and crew of a major production while the blitz rages around them,0
sully biography drama the story of chesley sullenberger an american pilot who became a hero after landing his damaged plane on the hudson river in order to save the flight s passengers and crew,0
batman v superman dawn of justice action adventure sci fi fearing that the actions of superman are left unchecked batman takes on the man of steel while the world wrestles with what kind of a hero it really needs,1
the autopsy of jane doe horror mystery thriller a father and son both coroners are pulled into a complex mystery while attempting to identify the body of a young woman who was apparently harboring dark secrets,0
the girl on the train crime drama mystery a divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life,1
fifty shades of grey drama romance thriller literature student anastasia steele s life changes forever when she meets handsome yet tormented billionaire christian grey,0
the prestige drama mystery sci fi two stage magicians engage in competitive one upmanship in an attempt to create the ultimate stage illusion,0
kingsman the secret service action adventure comedy a spy organization recruits an unrefined but promising street kid into the agency s ultra competitive training program just as a global threat emerges from a twisted tech genius,0
patriots day drama history thriller the story of the 2013 boston marathon bombing and the aftermath which includes the city wide manhunt to find the terrorists responsible,0
mad max fury road action adventure sci fi a woman rebels against a tyrannical ruler in postapocalyptic australia in search for her home land with the help of a group of female prisoners a psychotic worshipper and a drifter named max,1
wakefield drama a man s nervous breakdown causes him to leave his wife and live in his attic for several months,0
deepwater horizon action drama thriller a dramatization of the april 2010 disaster when the offshore drilling rig deepwater horizon exploded and created the worst oil spill in u s history,0
the promise drama history set during the last days of the ottoman empire the promise follows a love triangle between michael a brilliant medical student the beautiful and sophisticated ana and chris a renowned american journalist based in paris,1
allied action drama romance in 1942 a canadian intelligence officer in north africa encounters a female french resistance fighter on a deadly mission behind enemy lines when they reunite in london their relationship is tested by the pressures of war,0
a monster calls drama fantasy a boy seeks the help of a tree monster to cope with his single mother s terminal illness,1
collateral beauty drama romance retreating from life after a tragedy a man questions the universe by writing to love time and death receiving unexpected answers he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty,0
zootopia animation adventure comedy in a city of anthropomorphic animals a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy,0
pirates of the caribbean at world s end action adventure fantasy captain barbossa will turner and elizabeth swann must sail off the edge of the map navigate treachery and betrayal find jack sparrow and make their final alliances for one last decisive battle,0
the avengers action sci fi earth s mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous loki and his alien army from enslaving humanity,0
inglourious basterds adventure drama war in nazi occupied france during world war ii a plan to assassinate nazi leaders by a group of jewish u s soldiers coincides with a theatre owner s vengeful plans for the same,1
pirates of the caribbean dead man s chest action adventure fantasy jack sparrow races to recover the heart of davy jones to avoid enslaving his soul to jones service as other friends and foes seek the heart for their own agenda as well,0
ghostbusters action comedy fantasy following a ghost invasion of manhattan paranormal enthusiasts erin gilbert and abby yates nuclear engineer jillian holtzmann and subway worker patty tolan band together to stop the otherworldly threat,1
inception action adventure sci fi a thief who steals corporate secrets through use of dream sharing technology is given the inverse task of planting an idea into the mind of a ceo,0
captain fantastic comedy drama in the forests of the pacific northwest a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world challenging his idea of what it means to be a parent,1
the wolf of wall street biography comedy crime based on the true story of jordan belfort from his rise to a wealthy stock broker living the high life to his fall involving crime corruption and the federal government,0
gone girl crime drama mystery with his wife s disappearance having become the focus of an intense media circus a man sees the spotlight turned on him when it s suspected that he may not be innocent,0
furious seven action crime thriller deckard shaw seeks revenge against dominic toretto and his family for his comatose brother,1
jurassic world action adventure sci fi a new theme park built on the original site of jurassic park creates a genetically modified hybrid dinosaur which escapes containment and goes on a killing spree,1
live by night crime drama a group of boston bred gangsters set up shop in balmy florida during the prohibition era facing off against the competition and the ku klux klan,1
avatar action adventure fantasy a paraplegic marine dispatched to the moon pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home,1
the hateful eight crime drama mystery in the dead of a wyoming winter a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters,1
the accountant action crime drama as a math savant uncooks the books for a new client the treasury department closes in on his activities and the body count starts to rise,0
prisoners crime drama mystery when keller dover s daughter and her friend go missing he takes matters into his own hands as the police pursue multiple leads and the pressure mounts,1
warcraft action adventure fantasy as an orc horde invades the planet azeroth using a magic portal a few human heroes and dissenting orcs must attempt to stop the true evil behind this war,0
the help drama an aspiring author during the civil rights movement of the 1960s decides to write a book detailing the african american maids point of view on the white families for which they work and the hardships they go through on a daily basis,0
war dogs comedy crime drama based on the true story of two young men david packouz and efraim diveroli who won a 300 million contract from the pentagon to arm america s allies in afghanistan,1
avengers age of ultron action adventure sci fi when tony stark and bruce banner try to jump start a dormant peacekeeping program called ultron things go horribly wrong and it s up to earth s mightiest heroes to stop the villainous ultron from enacting his terrible plan,0
the nice guys action comedy crime in 1970s los angeles a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star,0
kimi no na wa animation drama fantasy two strangers find themselves linked in a bizarre way when a connection forms will distance be the only thing to keep them apart,1
the void horror mystery sci fi shortly after delivering a patient to an understaffed hospital a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures,0
personal shopper drama mystery thriller a personal shopper in paris refuses to leave the city until she makes contact with her twin brother who previously died there her life becomes more complicated when a mysterious person contacts her via text message,1
the departed crime drama thriller an undercover cop and a mole in the police attempt to identify each other while infiltrating an irish gang in south boston,1
legend biography crime drama identical twin gangsters ronald and reginald kray terrorize london during the 1960s,1
thor action adventure fantasy the powerful but arrogant god thor is cast out of asgard to live amongst humans in midgard earth where he soon becomes one of their finest defenders,1
the martian adventure drama sci fi an astronaut becomes stranded on mars after his team assume him dead and must rely on his ingenuity to find a way to signal to earth that he is alive,1
contratiempo crime mystery thriller a young businessman faces a lawyer trying to prove his innocence by the assassination of his lover,1
the man from u n c l e action adventure comedy in the early 1960s cia agent napoleon solo and kgb operative illya kuryakin participate in a joint mission against a mysterious criminal organization which is working to proliferate nuclear weapons,1
hell or high water crime drama thriller a divorced father and his ex con older brother resort to a desperate scheme in order to save their family s ranch in west texas,0
the comedian comedy a look at the life of an aging insult comic named jack burke,1
the legend of tarzan action adventure drama tarzan having acclimated to life in london is called back to his former home in the jungle to investigate the activities at a mining encampment,0
all we had drama a mother struggles to make a better life for her daughter,1
ex machina drama mystery sci fi a young programmer is selected to participate in a ground breaking experiment in synthetic intelligence by evaluating the human qualities of a breath taking humanoid a i,0
the belko experiment action horror thriller in a twisted social experiment 80 americans are locked in their high rise corporate office in bogot colombia and ordered by an unknown voice coming from the company s intercom system to participate in a deadly game of kill or be killed,0
12 years a slave biography drama history in the antebellum united states solomon northup a free black man from upstate new york is abducted and sold into slavery,0
the bad batch romance sci fi a dystopian love story in a texas wasteland and set in a community of cannibals,1
300 action fantasy war king leonidas of sparta and a force of 300 men fight the persians at thermopylae in 480 b c,1
harry potter and the deathly hallows part 2 adventure drama fantasy harry ron and hermione search for voldemort s remaining horcruxes in their effort to destroy the dark lord as the final battle rages on at hogwarts,0
office christmas party comedy when his uptight ceo sister threatens to shut down his branch the branch manager throws an epic christmas party in order to land a big client and save the day but the party gets way out of hand,0
the neon demon horror thriller when aspiring model jesse moves to los angeles her youth and vitality are devoured by a group of beauty obsessed women who will take any means necessary to get what she has,0
dangal action biography drama former wrestler mahavir singh phogat and his two wrestler daughters struggle towards glory at the commonwealth games in the face of societal oppression,0
10 cloverfield lane drama horror mystery after getting in a car accident a woman is held in a shelter with two men who claim the outside world is affected by a widespread chemical attack,1
finding dory animation adventure comedy the friendly but forgetful blue tang fish dory begins a search for her long lost parents and everyone learns a few things about the real meaning of family along the way,1
miss peregrine s home for peculiar children adventure drama family when jacob discovers clues to a mystery that stretches across time he finds miss peregrine s home for peculiar children but the danger deepens after he gets to know the residents and learns about their special powers,0
divergent adventure mystery sci fi in a world divided by factions based on virtues tris learns she s divergent and won t fit in when she discovers a plot to destroy divergents tris and the mysterious four must find out what makes divergents dangerous before it s too late,0
mike and dave need wedding dates adventure comedy romance two hard partying brothers place an online ad to find the perfect dates for their sister s hawaiian wedding hoping for a wild getaway the boys instead find themselves out hustled by an uncontrollable duo,0
boyka undisputed iv action in the fourth installment of the fighting franchise boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for,0
the dark knight rises action thriller eight years after the joker s reign of anarchy the dark knight with the help of the enigmatic selina is forced from his imposed exile to save gotham city now on the edge of total annihilation from the brutal guerrilla terrorist bane,1
the jungle book adventure drama family after a threat from the tiger shere khan forces him to flee the jungle a man cub named mowgli embarks on a journey of self discovery with the help of panther bagheera and free spirited bear baloo,1
transformers age of extinction action adventure sci fi autobots must escape sight from a bounty hunter who has taken control of the human serendipity unexpectedly optimus prime and his remaining gang turn to a mechanic his daughter and her back street racing boyfriend for help,0
nerve adventure crime mystery a high school senior finds herself immersed in an online game of truth or dare where her every move starts to become manipulated by an anonymous community of watchers,1
mamma mia comedy family musical the story of a bride to be trying to find her real father told using hit songs by the popular 70s group abba,1
the revenant adventure drama thriller a frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team,0
fences drama a working class african american father tries to raise his family in the 1950s while coming to terms with the events of his life,0
into the woods adventure comedy drama a witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree,1
the shallows drama horror thriller a mere 200 yards from shore surfer nancy is attacked by a great white shark with her short journey to safety becoming the ultimate contest of wills,1
whiplash drama music a promising young drummer enrolls at a cut throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student s potential,0
furious 6 action crime thriller hobbs has dominic and brian reassemble their crew to take down a team of mercenaries dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend letty,1
the place beyond the pines crime drama thriller a motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective,1
no country for old men crime drama thriller violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the rio grande,0
the great gatsby drama romance a writer and wall street trader nick finds himself drawn to the past and lifestyle of his millionaire neighbor jay gatsby,1
shutter island mystery thriller in 1954 a u s marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane,0
brimstone mystery thriller western from the moment the new reverend climbs the pulpit liz knows she and her family are in great danger,1
star trek action adventure sci fi the brash james t kirk tries to live up to his father s legacy with mr spock keeping him in check as a vengeful romulan from the future creates black holes to destroy the federation one planet at a time,1
diary of a wimpy kid comedy family the adventures of a teenager who is fresh out of elementary and transitions to middle school where he has to learn the consequences and responsibility to survive the year,0
the big short biography comedy drama four denizens in the world of high finance predict the credit and housing bubble collapse of the mid 2000s and decide to take on the big banks for their greed and lack of foresight,0
room drama a young boy is raised within the confines of a small shed,1
django unchained drama western with the help of a german bounty hunter a freed slave sets out to rescue his wife from a brutal mississippi plantation owner,0
ah ga ssi drama mystery romance a woman is hired as a handmaiden to a japanese heiress but secretly she is involved in a plot to defraud her,1
the edge of seventeen comedy drama high school life gets even more unbearable for nadine when her best friend krista starts dating her older brother,1
watchmen action drama mystery in 1985 where former superheroes exist the murder of a colleague sends active vigilante rorschach into his own sprawling investigation uncovering something that could completely change the course of history as we know it,1
superbad comedy two co dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze soaked party goes awry,1
inferno action adventure crime when robert langdon wakes up in an italian hospital with amnesia he teams up with dr sienna brooks and together they must race across europe against the clock to foil a deadly global plot,1
the bfg adventure family fantasy an orphan little girl befriends a benevolent giant who takes her to giant country where they attempt to stop the man eating giants that are invading the human world,0
the hunger games adventure sci fi thriller katniss everdeen voluntarily takes her younger sister s place in the hunger games a televised competition in which two teenagers from each of the twelve districts of panem are chosen at random to fight to the death,0
white girl drama summer new york city a college girl falls hard for a guy she just met after a night of partying goes wrong she goes to wild extremes to get him back,0
sicario action crime drama an idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the u s and mexico,1
twin peaks the missing pieces drama horror mystery twin peaks before twin peaks 1990 and at the same time not always and entirely in the same place as twin peaks fire walk with me 1992 a feature film which presents deleted scenes from twin peaks fire walk with me 1992 assembled together for the first time in an untold portion of the story s prequel,1
aliens vs predator requiem action horror sci fi warring alien and predator races descend on a rural us town where unsuspecting residents must band together for any chance of survival,1
pacific rim action adventure sci fi as a war between humankind and monstrous sea creatures wages on a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse,0
crazy stupid love comedy drama romance a middle aged husband s life changes dramatically when his wife asks him for a divorce he seeks to rediscover his manhood with the help of a newfound friend jacob learning to pick up girls at bars,0
scott pilgrim vs the world action comedy fantasy scott pilgrim must defeat his new girlfriend s seven evil exes in order to win her heart,0
hot fuzz action comedy mystery exceptional london cop nicholas angel is involuntarily transferred to a quaint english village and paired with a witless new partner while on the beat nicholas suspects a sinister conspiracy is afoot with the residents,0
mine thriller war after a failed assassination attempt a soldier finds himself stranded in the desert exposed to the elements he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions,0
free fire action comedy crime set in boston in 1978 a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival,1
x men days of future past action adventure sci fi the x men send wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants,1
jack reacher never go back action adventure crime jack reacher must uncover the truth behind a major government conspiracy in order to clear his name on the run as a fugitive from the law reacher uncovers a potential secret from his past that could change his life forever,1
casino royale action adventure thriller armed with a licence to kill secret agent james bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at casino royale but things are not what they seem,1
twilight drama fantasy romance a teenage girl risks everything when she falls in love with a vampire,1
now you see me 2 action adventure comedy the four horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet,1
woman in gold biography drama history maria altmann an octogenarian jewish refugee takes on the austrian government to recover artwork she believes rightfully belongs to her family,1
13 hours action drama history during an attack on a u s compound in libya a security team struggles to make sense out of the chaos,1
spectre action adventure thriller a cryptic message from bond s past sends him on a trail to uncover a sinister organization while m battles political forces to keep the secret service alive bond peels back the layers of deceit to reveal the terrible truth behind spectre,0
nightcrawler crime drama thriller when louis bloom a con man desperate for work muscles into the world of l a crime journalism he blurs the line between observer and participant to become the star of his own story,0
kubo and the two strings animation adventure family a young boy named kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past,1
beyond the gates adventure horror two estranged brothers reunite at their missing father s video store and find a vcr board game dubbed beyond the gates that holds a connection to their father s disappearance,1
her drama romance sci fi a lonely writer develops an unlikely relationship with an operating system designed to meet his every need,0
frozen animation adventure comedy when the newly crowned queen elsa accidentally uses her power to turn things into ice to curse her home in infinite winter her sister anna teams up with a mountain man his playful reindeer and a snowman to change the weather condition,1
tomorrowland action adventure family bound by a shared destiny a teen bursting with scientific curiosity and a former boy genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory,1
dawn of the planet of the apes action adventure drama a growing nation of genetically evolved apes led by caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier,0
tropic thunder action comedy through a series of freak occurrences a group of actors shooting a big budget war movie are forced to become the soldiers they are portraying,1
the conjuring 2 horror mystery thriller lorraine and ed warren travel to north london to help a single mother raising four children alone in a house plagued by a malicious spirit,1
ant man action adventure comedy armed with a super suit with the astonishing ability to shrink in scale but increase in strength cat burglar scott lang must embrace his inner hero and help his mentor dr hank pym plan and pull off a heist that will save the world,1
bridget jones s baby comedy romance bridget s focus on single life and her career is interrupted when she finds herself pregnant but with one hitch she can only be fifty percent sure of the identity of her baby s father,0
the vvitch a new england folktale horror mystery a family in 1630s new england is torn apart by the forces of witchcraft black magic and possession,0
cinderella drama family fantasy when her father unexpectedly passes away young ella finds herself at the mercy of her cruel stepmother and her scheming step sisters never one to give up hope ella s fortunes begin to change after meeting a dashing stranger,0
realive sci fi marc tom hughes is diagnosed with a disease and is given one year left to live unable to accept his own end he decides to freeze his body sixty years later in the year 2084 he see full summary,0
forushande drama thriller while both participating in a production of death of a salesman a teacher s wife is assaulted in her new home which leaves him determined to find the perpetrator over his wife s traumatized objections,1
love drama romance murphy is an american living in paris who enters a highly sexually and emotionally charged relationship with the unstable electra unaware of the effect it will have on their relationship they invite their pretty neighbor into their bed,1
billy lynn s long halftime walk drama war 19 year old billy lynn is brought home for a victory tour after a harrowing iraq battle through flashbacks the film shows what really happened to his squad contrasting the realities of war with america s perceptions,0
crimson peak drama fantasy horror in the aftermath of a family tragedy an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider trying to escape the ghosts of her past she is swept away to a house that breathes bleeds and remembers,0
drive crime drama a mysterious hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor,0
trainwreck comedy drama romance having thought that monogamy was never possible a commitment phobic career woman may have to face her fears when she meets a good guy,0
the light between oceans drama romance a lighthouse keeper and his wife living off the coast of western australia raise a baby they rescue from a drifting rowing boat,1
below her mouth drama an unexpected affair quickly escalates into a heart stopping reality for two women whose passionate connection changes their lives forever,1
spotlight crime drama history the true story of how the boston globe uncovered the massive scandal of child molestation and cover up within the local catholic archdiocese shaking the entire catholic church to its core,0
morgan horror sci fi thriller a corporate risk management consultant must decide whether or not to terminate an artificially created humanoid being,0
warrior action drama sport the youngest son of an alcoholic former boxer returns home where he s trained by his father for competition in a mixed martial arts tournament a path that puts the fighter on a collision course with his estranged older brother,0
captain america the first avenger action adventure sci fi steve rogers a rejected military soldier transforms into captain america after taking a dose of a super soldier serum but being captain america comes at a price as he attempts to take down a war monger and a terrorist organization,1
hacker crime drama thriller with the help of his new friends alex danyliuk turns to a life of crime and identity theft,1
into the wild adventure biography drama after graduating from emory university top student and athlete christopher mccandless abandons his possessions gives his entire 24 000 savings account to charity and hitchhikes to alaska to live in the wilderness along the way christopher encounters a series of characters that shape his life,1
the imitation game biography drama thriller during world war ii mathematician alan turing tries to crack the enigma code with help from fellow mathematicians,0
central intelligence action comedy crime after he reconnects with an awkward pal from high school through facebook a mild mannered accountant is lured into the world of international espionage,1
edge of tomorrow action adventure sci fi a soldier fighting aliens gets to relive the same day over and over again the day restarting every time he dies,1
a cure for wellness drama fantasy horror an ambitious young executive is sent to retrieve his company s ceo from an idyllic but mysterious wellness center at a remote location in the swiss alps but soon suspects that the spa s treatments are not what they seem,1
snowden biography drama thriller the nsa s illegal surveillance techniques are leaked to the public by one of the agency s employees edward snowden in the form of thousands of classified documents distributed to the press,0
iron man action adventure sci fi after being held captive in an afghan cave billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil,0
allegiant action adventure mystery after the earth shattering revelations of insurgent tris must escape with four beyond the wall that encircles chicago to finally discover the shocking truth of the world around them,1
x first class action adventure sci fi in 1962 the united states government enlists the help of mutants with superhuman abilities to stop a malicious dictator who is determined to start world war iii,1
raw ii drama horror when a young vegetarian undergoes a carnivorous hazing ritual at vet school an unbidden taste for meat begins to grow in her,1
paterson comedy drama romance a quiet observation of the triumphs and defeats of daily life along with the poetry evident in its smallest details,0
bridesmaids comedy romance competition between the maid of honor and a bridesmaid over who is the bride s best friend threatens to upend the life of an out of work pastry chef,0
the girl with all the gifts drama horror thriller a scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named melanie,1
san andreas action adventure drama in the aftermath of a massive earthquake in california a rescue chopper pilot makes a dangerous journey with his ex wife across the state in order to rescue his daughter,1
spring breakers drama four college girls hold up a restaurant in order to fund their spring break vacation while partying drinking and taking drugs they are arrested only to be bailed out by a drug and arms dealer,0
transformers action adventure sci fi an ancient struggle between two cybertronian races the heroic autobots and the evil decepticons comes to earth with a clue to the ultimate power held by a teenager,1
old boy action drama mystery obsessed with vengeance a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason,0
thor the dark world action adventure fantasy when dr jane foster gets cursed with a powerful entity known as the aether thor is heralded of the cosmic event known as the convergence and the genocidal dark elves,1
gods of egypt action adventure fantasy mortal hero bek teams with the god horus in an alliance against set the merciless god of darkness who has usurped egypt s throne plunging the once peaceful and prosperous empire into chaos and conflict,1
captain america the winter soldier action adventure sci fi as steve rogers struggles to embrace his role in the modern world he teams up with a fellow avenger and s h i e l d agent black widow to battle a new threat from history an assassin known as the winter soldier,1
monster trucks action adventure comedy a young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company,1
a dark song drama horror a determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want,1
kick ass action comedy dave lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero even though he has no powers training or meaningful reason to do so,0
hardcore henry action adventure sci fi henry is resurrected from death with no memory and he must save his wife from a telekinetic warlord with a plan to bio engineer soldiers,0
cars animation adventure comedy a hot shot race car named lightning mcqueen gets waylaid in radiator springs where he finds the true meaning of friendship and family,0
it follows horror mystery a young woman is followed by an unknown supernatural force after a sexual encounter,0
